INSEGNA;CLASSIFICAZIONE;INDIRIZZO;MUNICIPIO;TIPOLOGIA;SINGOLE;DOPPIE;TRIPLE;QUADRUPLE;QUINTUPLE;SESTUPLE;UNITA_ABITATIVE;POSTI_LETTO_UNITA_ABITATIVE
AFIYA GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA CASTELFIDARDO, 48;Municipio I (ex Mun I);Guest House o Affittacamere;0;1;0;1;0;0;0;0
AGLI HORTI SALLUSTIANI DI FABIO MARIO SALVATORE;Categoria 2;VIA QUINTINO SELLA, 3;Municipio I (ex Mun I);Guest House o Affittacamere;0;5;0;0;0;0;0;0
AGRIPPINA;Categoria 3;VICOLO ORBITELLI, 9;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;0;0
AI PELLEGRINI;Unica;VIA DELLA TRINITA' DEI PELLEGRINI, 20;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;1;0;0;0;0;0;0
AIDA B&B;Unica;VIA RASELLA, 21;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
AIDA ROME TRASTEVERE;Categoria 3;VIA DI S. CALISTO, 37;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;0;0
AILE;Unica;VIA CONTE VERDE, 16;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
AILE' - non abilitata;Unica;VIA CONTE VERDE, 16;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
AIR OF COLOSSEUM;Categoria 4;VIA BUONARROTI, 40;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;1;0;0;0;0
AL 138 TOWN HOUSE;Categoria 3;VIALE DI TRASTEVERE, 138;Municipio I (ex Mun I);Guest House o Affittacamere;0;0;2;0;0;0;0;0
AL 38 VIMINALE STREET;Categoria 2;VIA DEL VIMINALE, 38;Municipio I (ex Mun I);Guest House o Affittacamere;0;4;0;0;0;0;0;0
AL IRAM NAPOLEONE III GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA NAPOLEONE III, 22;Municipio I (ex Mun I);Guest House o Affittacamere;1;2;2;0;0;0;0;0
AL MANTHIA HOTEL;4 Stelle;VIA DEI GIARDINI, 35/B;Municipio I (ex Mun I);Albergo;15;12;7;1;0;0;0;0
AL PANTHEON CON THOMAS MANN guest house o affittacamere;Categoria 3;VIA DEL PANTHEON, 57;Municipio I (ex Mun I);Guest House o Affittacamere;1;2;1;0;0;0;0;0
AL PORTONCINO;Categoria 2;VICOLO DEL LEOPARDO, 32;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0
AL RELAIS;Categoria 3;VIA PALERMO, 36;Municipio I (ex Mun I);Guest House o Affittacamere;0;6;0;0;0;0;0;0
AL TEMPIETTO;Unica;VIA DI PORTA MAGGIORE, 23;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
AL VIMINALE HILL INN & HOTEL;2 Stelle;VIA DEL VIMINALE, 38;Municipio I (ex Mun I);Albergo;0;9;0;0;0;0;0;0
AL VIMINALE RELAIS;Categoria 3;VIA DEL VIMINALE, 38;Municipio I (ex Mun I);Guest House o Affittacamere;0;4;0;0;0;0;0;0
ALBERGO  NUOVA MONACO;1 Stella;VIA FLAVIA, 84;Municipio I (ex Mun I);Albergo;1;4;4;0;0;0;0;0
"ALBERGO ""MILLEROSE""";1 Stella;VIA DANIELE MANIN, 58;Municipio I (ex Mun I);Albergo;1;8;1;0;0;0;0;0
"ALBERGO ""THE PANTHEON""";5 Stelle;VIA DI S. CHIARA, 4/A;Municipio I (ex Mun I);Albergo;0;72;3;4;0;0;0;0
ALBERGO *DEMETRA HOTEL*;4 Stelle;VIA DEL VIMINALE, 8;Municipio I (ex Mun I);Albergo;4;16;8;0;0;0;0;0
ALBERGO *HOTEL APHRODITE*;4 Stelle;VIA MARSALA, 90;Municipio I (ex Mun I);Albergo;16;38;7;1;0;0;0;0
ALBERGO *SCOTT HOUSE*;3 Stelle;VIA GIOBERTI, 30;Municipio I (ex Mun I);Albergo;6;3;24;1;0;0;0;0
ALBERGO ABRUZZI;3 Stelle;PIAZZA DELLA ROTONDA, 69;Municipio I (ex Mun I);Albergo;2;10;6;1;0;0;0;0
ALBERGO DEL SENATO;3 Stelle;PIAZZA DELLA ROTONDA, 73;Municipio I (ex Mun I);Albergo;4;34;12;6;0;0;0;0
ALBERGO DELLE REGIONI;3 Stelle;VIA ZUCCHELLI, 1/C;Municipio I (ex Mun I);Albergo;1;10;0;0;0;0;0;0
ALBERGO DOMUS MEA;3 Stelle;VIA CALATAFIMI, 31;Municipio I (ex Mun I);Albergo;6;18;0;0;0;0;2;42
ALBERGO FARINI;1 Stella;VIA FARINI, 52;Municipio I (ex Mun I);Albergo;3;3;1;0;0;0;0;0
ALBERGO FLAVIO;3 Stelle;VIA MAMIANI, 28;Municipio I (ex Mun I);Albergo;1;4;4;1;0;0;0;0
ALBERGO GABRIELE;1 Stella;VIA PRINCIPE AMEDEO, 76;Municipio I (ex Mun I);Albergo;2;3;3;0;0;0;0;0
ALBERGO GRANTORINO SUITE;1 Stella;VIA TORINO, 150;Municipio I (ex Mun I);Albergo;2;5;1;0;0;0;0;0
ALBERGO KING;3 Stelle;VIA SISTINA, 131;Municipio I (ex Mun I);Albergo;21;44;7;0;0;0;0;0
ALBERGO LA REGGIA DEI PRINCIPI;2 Stelle;VIA DEL VIMINALE, 38;Municipio I (ex Mun I);Albergo;1;6;0;0;0;0;0;0
ALBERGO MAGICA LUNA;1 Stella;VIA CALABRIA, 17;Municipio I (ex Mun I);Albergo;1;9;0;0;0;0;0;0
ALBERGO MARCELLA ROYAL HOTEL;4 Stelle;VIA FLAVIA, 104;Municipio I (ex Mun I);Albergo;23;55;7;2;0;0;0;0
ALBERGO NAZIONALE;4 Stelle;PIAZZA DI MONTE CITORIO, 131;Municipio I (ex Mun I);Albergo;3;40;30;30;0;0;0;0
ALBERGO PALAZZO CARUSO - BARBERINI SUITES;4 Stelle;PIAZZA BARBERINI, 5;Municipio I (ex Mun I);Albergo;0;12;0;0;0;0;0;0
ALBERGO STADLER;1 Stella;VIA GIOBERTI, 30;Municipio I (ex Mun I);Albergo;1;6;1;0;0;0;0;0
ALBERGO STADLER DUE;1 Stella;VIA MAGENTA, 13;Municipio I (ex Mun I);Albergo;2;5;3;0;0;0;0;0
ALBERTINA'S HOUSE IN TRASTEVERE;Categoria 2;VIA DEL MORO, 50;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0
ALBERTO HOUSE;Categoria 3;VIA LUCA DELLA ROBBIA, 3;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0
ALBRIZIO GUEST HOUSE;Categoria 4;VIA DELL'OCA, 35;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;0;0
ALDEBARAN B&B;Unica;VIA LUIGI LUZZATTI, 19;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
ALEPH ROME HOTEL - A CURIO COLLECTION BY HILTON;5 Stelle;VIA DI S. BASILIO, 15;Municipio I (ex Mun I);Albergo;14;74;0;0;0;0;0;0
ALERE FLAMMAM;Categoria 2;VIA DELLE QUATTRO FONTANE, 31;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;2;1;0;0;0;0;0
ALESSANDRINI;Categoria 3;VIA DEL VANTAGGIO, 1;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;1;0;0;0;0;0
ALESSANDRO PALACE HOSTEL O OSTELLO;Unica;VIA VICENZA, 42;Municipio I (ex Mun I);Hostel;2;6;4;5;5;1;0;0
ALESSANDRO PALACE HOSTEL O OSTELLO;Unica;VIA VICENZA, 42;Municipio I (ex Mun I);Hostel;2;6;4;5;5;1;0;0
ALESSANDRO PALACE HOSTEL o ostello;Unica;VIA VICENZA, 42;Municipio I (ex Mun I);Hostel;0;1;6;6;1;8;0;0
ALESSANDRO PALACE HOSTEL o ostello;Unica;VIA VICENZA, 42;Municipio I (ex Mun I);Hostel;0;0;5;6;2;8;0;0
ALESSANDRO PALACE HOSTEL o ostello;Unica;VIA VICENZA, 42;Municipio I (ex Mun I);Hostel;0;0;5;6;5;6;0;0
ALEX E SERGIO HOUSE;Categoria 2;VIA MILAZZO, 23;Municipio I (ex Mun I);Guest House o Affittacamere;2;2;0;0;0;0;0;0
ALEX INN;Categoria 1;VIA EMILIA, 47;Municipio I (ex Mun I);Guest House o Affittacamere;0;4;0;0;0;0;0;0
ALEX SUITES Guest House o Affittacamere;Categoria 2;VIA DEL TRITONE, 125;Municipio I (ex Mun I);Guest House o Affittacamere;1;1;0;1;0;0;0;0
ALEXANDER;Unica;VIA CALATAFIMI, 19;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
ALEXANDRA;3 Stelle;VIA VITTORIO VENETO, 18;Municipio I (ex Mun I);Albergo;15;30;11;0;0;0;0;0
ALEXIS;1 Stella;VIA GAETA, 29;Municipio I (ex Mun I);Albergo;5;7;0;0;0;0;0;0
ALFA & OMEGA CASA E APPARTAMENTO PER VACANZE;Categoria 2;VIA MILAZZO, 3;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;1;0;0;0;0;0
ALFA & OMEGA DI KOSTELYEK ANDRIY CASA E APPARTAMENTO PER VACANZE;Categoria 2;VIA MILAZZO, 3;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;1;0;0;0;0
ALFONSO GUEST HOUSE;Categoria 2;LARGO DI S. ALFONSO, 5;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0
ALFREDO;Categoria 3;VIA NAPOLEONE III, 48;Municipio I (ex Mun I);Guest House o Affittacamere;1;3;0;0;0;0;0;0
ALIBERT SUITE;Categoria 2;VIA MARGUTTA, 61;Municipio I (ex Mun I);Guest House o Affittacamere;0;5;0;1;0;0;0;0
ALIBRANDI APARTMENT;Categoria 4;PIAZZA DEL MONTE DI PIETA', 30;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;1;0;0;0;0;0
ALICE'S HOUSE - THE QUEEN;Categoria 4;PIAZZA DI S. MARIA MAGGIORE, 12;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);2;2;0;0;0;0;0;0
ALICE'S PLACE;Categoria 2;VIA EMANUELE FILIBERTO, 61;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
ALIGHIERI;Non Classificata;PIAZZA DANTE, 9;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0
ALL SEASONS;Categoria 2;VIALE MANZONI, 81;Municipio I (ex Mun I);Guest House o Affittacamere;0;4;0;0;0;0;0;0
ALL'OBELISCO B&B;Unica;VIA GREGORIANA, 25;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;2;0;0;0;0;0;0
ALL'OROLOGIO GUEST HOUSE;Categoria 3;VIA DEI BANCHI NUOVI, 47;Municipio I (ex Mun I);Guest House o Affittacamere;0;4;0;0;0;0;0;0
ALLA BASILICA ROOMS;Categoria 3;VIALE CARLO FELICE, 77;Municipio I (ex Mun I);Guest House o Affittacamere;0;2;0;0;0;0;0;0
ALLA DOLCE VITA B&B;Unica;VIA LOMBARDIA, 14;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
ALLA LOCANDA MALANDRA;Unica;VIA PIAVE, 80;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;1;1;0;0;0;0;0
ALLA REGINELLA 6;Categoria 3;VIA DELLA REGINELLA, 6;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
ALLA TRINITA' DEI PELLEGRINI;Unica;VIA DELLA TRINITA' DEI PELLEGRINI, 16;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
ALLE BASILICHE DI ROMA;Categoria 3;VIA DELLO STATUTO, 44;Municipio I (ex Mun I);Guest House o Affittacamere;1;4;0;0;0;0;0;0
ALLE PORTE DEL COLOSSEO;Unica;VIA CAPO D'AFRICA, 30;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;1;0;0;0;0;0;0
ALLEGRIA FAMIGLIA;Unica;VIA FILIPPO TURATI, 107;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
ALOHA 2 GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA PRINCIPE AMEDEO, 165;Municipio I (ex Mun I);Guest House o Affittacamere;0;1;2;1;0;0;0;0
ALOHA ROME GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA PRINCIPE EUGENIO, 15;Municipio I (ex Mun I);Guest House o Affittacamere;0;2;1;0;0;0;0;0
ALPI;4 Stelle;VIA CASTELFIDARDO, 84;Municipio I (ex Mun I);Albergo;4;37;7;0;0;0;0;0
ALTAROCCA EMBASSY ROME MARCELLO MASTROIANNI;Categoria 1;PIAZZA SALLUSTIO, 3;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
ALTAROCCA EMBASSY ROME SOFIA LOREN;Categoria 1;PIAZZA SALLUSTIO, 3;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;2;0;0;0;0;0;0
ALTAROCCA EMBASSY ROME VITTORIO DE SICA CASA E APPARTAMENTO PER VACANZE;Categoria 2;VIA AURELIANA, 73;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;2;0;0;0;0;0;0
ALTAVILLA;2 Stelle;VIA PRINCIPE AMEDEO, 9;Municipio I (ex Mun I);Albergo;6;8;1;0;0;0;0;0
AMALFI;3 Stelle;VIA MERULANA, 278;Municipio I (ex Mun I);Albergo;6;12;4;0;0;0;0;0
AMARANTO ROMANO;Categoria 3;VIA NAZIONALE, 243;Municipio I (ex Mun I);Guest House o Affittacamere;1;3;2;0;0;0;0;0
AMAZING COLOSSEO;Categoria 1;VIA NICOLA SALVI, 68;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);1;2;1;0;0;0;0;0
AMAZING PIAZZA NAVONA APARTMENT casa e appartamento per vacanze;Categoria 2;CORSO VITTORIO EMANUELE II, 173;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;1;1;0;0;0;0
AMAZING PIAZZA VENEZIA INT.10 CASA APPARTAMENTO PER VACANZE;Categoria 2;VIA DEL CORSO, 287;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0
AMAZING SUITE P.ZZA VENEZIA;Categoria 2;VIA DEL CORSO, 287;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;2
AMAZING VITTORIANO;Categoria 2;VIA CESARE BATTISTI, 127;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);1;0;0;0;0;0;0;0
AMBASCIATORI PALACE HOTEL;5 Stelle;VIA VITTORIO VENETO, 62;Municipio I (ex Mun I);Albergo;5;105;49;1;0;0;0;0
AMBROSIA guest house o affittacamere;Categoria 3;VIA CARLO CATTANEO, 23;Municipio I (ex Mun I);Guest House o Affittacamere;0;0;5;0;1;0;0;0
AMEDEO APARTMENT;Categoria 2;VIA PRINCIPE AMEDEO, 175;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0
AMM SUITE;Categoria 2;VIA EMANUELE FILIBERTO, 257;Municipio I (ex Mun I);Guest House o Affittacamere;0;3;0;0;0;0;0;0
AMOR;Categoria 2;PIAZZA DI PASQUINO, 69;Municipio I (ex Mun I);Guest House o Affittacamere;0;4;0;0;0;0;0;0
AMORHOME;Categoria 3;VIA DEL MORO, 27;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
AMOROMA ON LINE B&B;Unica;VIA RATTAZZI, 2;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
AMOROMA SUITE guest house o affittacamere;Categoria 3;VIA VOLTURNO, 2/C;Municipio I (ex Mun I);Guest House o Affittacamere;1;2;1;0;0;0;0;0
AMPHORA HOUSE;Categoria 2;PIAZZA DI S. MARIA LIBERATRICE, 45;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;1;0;0;0;0;0
AMY'S HOUSE;Categoria 2;VIA PRINCIPE AMEDEO, 85;Municipio I (ex Mun I);Guest House o Affittacamere;2;1;0;0;0;0;0;0
AMZING PIAZZA VENEZIA INT.5 CASA E APPARTAMENTO PER VACANZE;Categoria 2;VIA DEL CORSO, 287;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
ANAHI;2 Stelle;VIA DELLA PENNA, 65;Municipio I (ex Mun I);Albergo;9;8;0;0;0;0;0;0
ANAKIN;Categoria 2;VIA PALESTRO, 87;Municipio I (ex Mun I);Guest House o Affittacamere;3;1;0;0;0;0;0;0
ANCIENT NAVONA;Categoria 2;VIA DEL GOVERNO VECCHIO, 101;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
ANCIENT ROME;Categoria 2;VIA NAZIONALE, 230;Municipio I (ex Mun I);Guest House o Affittacamere;1;4;1;0;0;0;0;0
ANCIENT ROME VIEW APARTMENT;Categoria 3;PIAZZA DEL GRILLO, 10;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);1;2;0;0;0;0;0;0
ANDREA'S HOME;Categoria 2;VIA CAPO D'AFRICA, 20/A;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
ANDREASUITE TRASTEVERE;Categoria 1;PIAZZA DELLA SCALA, 20;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
ANDREOTTI;3 Stelle;VIA CASTELFIDARDO, 55;Municipio I (ex Mun I);Albergo;10;38;5;0;0;0;0;0
ANDREW HOUSE;Categoria 2;VIA DEL GESU', 75;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
ANDY E LU;Categoria 3;VIA CASTELFIDARDO, 31;Municipio I (ex Mun I);Guest House o Affittacamere;2;1;0;0;0;0;0;0
ANFITEATRO FLAVIO;3 Stelle;VIA DEI SERPENTI, 130;Municipio I (ex Mun I);Albergo;8;6;3;0;0;0;0;0
ANFITEATRO SUITE;Categoria 2;VIA OSTILIA, 59;Municipio I (ex Mun I);Guest House o Affittacamere;1;2;1;0;0;0;0;0
ANGEL HOUSE;Categoria 2;VIA GENOVA, 24;Municipio I (ex Mun I);Guest House o Affittacamere;1;2;0;0;0;0;0;0
ANGEL ROOMS;Categoria 3;VIALE CASTRO PRETORIO, 25;Municipio I (ex Mun I);Guest House o Affittacamere;0;1;4;0;0;0;0;0
ANGEL'HOUSE CASA E APPARTAMENTO PER VACANZE;Categoria 2;LUNGOTEVERE DEGLI ALTOVITI, 1;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);1;3;0;0;0;0;0;0
ANGELA DI ROMA;Categoria 3;PIAZZA VITTORIO EMANUELE II, 55;Municipio I (ex Mun I);Guest House o Affittacamere;2;3;1;0;0;0;0;0
ANGELA GUEST HOUSE;Categoria 3;VIA MAGENTA, 24;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
ANGELI IN ROMA;Unica;VIA DI VILLA PEPOLI, 20;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
ANGELICA;Categoria 2;VIA DEI MILLE, 41;Municipio I (ex Mun I);Guest House o Affittacamere;2;2;0;0;0;0;0;0
ANGELINA;Categoria 3;VIA DI S. ANDREA DELLE FRATTE, 38;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
ANGIE LOFT ROME;Categoria 3;VIA MILAZZO, 29;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
ANGLO AMERICANO;4 Stelle;VIA DELLE QUATTRO FONTANE, 12;Municipio I (ex Mun I);Albergo;9;62;36;6;1;0;0;0
ANGOLO99;Unica;PIAZZA VITTORIO EMANUELE II, 99;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;1;0;0;0
ANI' B&B;Unica;VIA EMANUELE FILIBERTO, 166;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
ANIMA 1;Categoria 1;VIA DI S. MARIA DELL'ANIMA, 45;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;3;2;0;0;0;0;0
ANITA ARTE ROMA;Unica;VIA VARESE, 5;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;1;0;0;0;0;0
ANN INN GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA MACHIAVELLI, 59;Municipio I (ex Mun I);Guest House o Affittacamere;3;3;0;0;0;0;0;0
ANNA HOME;Categoria 3;VIA ANGELO BRUNETTI, 34;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0
ANNABELLE HOME'S;Categoria 1;VIA GIOVANNI GIOLITTI, 255;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;1;0;0;0;0;0
ANNE;Unica;VIA CAVOUR, 325;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
ANTHONY HOUSE - casa e appartamento per vacanze;Categoria 1;VIA VILLAFRANCA, 2;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;2;0;1;0;0;0;0
ANTICA CASA GIULIA 1;Categoria 4;VIA GIULIA, 191;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
ANTICA DIMORA DE MICHAELIS;Categoria 3;VIA DEI CORONARI, 14;Municipio I (ex Mun I);Guest House o Affittacamere;0;0;0;6;0;0;0;0
ANTICA DIMORA DELL'ORSO;Categoria 3;VICOLO DELL'ORSO, 55;Municipio I (ex Mun I);Guest House o Affittacamere;1;2;2;0;0;0;0;0
ANTICA DIMORA HORTI LUCULLIANI;Categoria 3;VIA DEL CORSO, 36;Municipio I (ex Mun I);Guest House o Affittacamere;0;1;4;1;0;0;0;0
ANTICA LOCANDA DELL'ORSO GUST HOUSE O AFFITTACAMERE;Categoria 2;VIA DELL'ORSO, 14;Municipio I (ex Mun I);Guest House o Affittacamere;4;1;1;0;0;0;0;0
ANTICA LOCANDA DI PIAZZA NAVONA GUEST HOUSE O AFFITTACAMERE;Categoria 2;VIA DELL'ORSO, 14;Municipio I (ex Mun I);Guest House o Affittacamere;4;1;1;0;0;0;0;0
ANTICA RESIDENZA C;Categoria 3;VIA DELL'ARCO DELLA CIAMBELLA, 19;Municipio I (ex Mun I);Guest House o Affittacamere;1;5;0;0;0;0;0;0
ANTICA TRASTEVERE;Categoria 2;VIA DI S. CRISOGONO, 32;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
ANTICHE RESIDENZE ROMANE PANTHEON/ANTICHE RESIDENZE ROMANE NAVONA/ANTICHE RESIDENZE ROMANE CAMPO DE FIORI;Categoria 2;VIA DEL COLLEGIO CAPRANICA, 4;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;0;0;0;0;0;3;0
ANTICO CONDOTTI guest house o affittacamere;Categoria 2;VIA DELLE CARROZZE, 42;Municipio I (ex Mun I);Guest House o Affittacamere;1;3;0;0;0;0;0;0
ANTICO PALAZZO ROSPIGLIOSI;4 Stelle;VIA LIBERIANA, 21;Municipio I (ex Mun I);Albergo;6;21;11;1;0;0;0;0
ANTICO RELAIS A TRASTEVERE;Categoria 2;VIA DELLE FRATTE DI TRASTEVERE, 44/A;Municipio I (ex Mun I);Guest House o Affittacamere;0;5;0;0;0;0;0;0
ANTONIA HOME;Categoria 2;VIA VITTORIA, 17;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0
ANTONIETTA'S HOUSE B&B;Unica;VIA RATTAZZI, 65;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0
AP 27 BAULLARI;Categoria 1;VIA DEI BAULLARI, 4;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;4;0;1;0;0;0;0
AP 56 CAMPO DE FIORI I;Categoria 1;VIA DI S. SALVATORE IN CAMPO, 43;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);2;0;0;0;0;0;0;0
AP 58 PRINCIPE AMEDEO;Categoria 2;VIA PRINCIPE AMEDEO, 148;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;2;0;0;0;0;0
AP01 GIULIA;Categoria 1;VIA DEI CIMATORI, 19;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0
AP01 GIULIA Casa e appartamento per vacanze;Categoria 2;VIA DEI CIMATORI, 19/A;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;1;0;0;0;0;0;0
AP03;Categoria 2;VICOLO DELLA CANCELLERIA, 6;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;1
AP06 CELIMONTANA;Categoria 2;VIA CELIMONTANA, 28;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;0;0;0;0;0;1;1
AP07 CAMPO DEI FIORI;Categoria 1;VIA DI S. SALVATORE IN CAMPO, 43;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;0;0
AP12 FARNESE;Categoria 2;PIAZZA DEL TEATRO DI POMPEO, 19;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0
AP14 MARGANA I;Categoria 2;PIAZZA MARGANA, 35;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);3;1;0;0;0;0;0;0
AP15 MARGANA II;Categoria 1;PIAZZA MARGANA, 35;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;2;0;0;0;0;0;0
AP17 BERNINI CASA E APPARTAMENTO PER VACANZE;Categoria 2;VIA DEGLI AVIGNONESI, 5;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);2;2;1;0;0;0;0;0
AP18 CAVOUR;Categoria 1;VIA LEONINA, 83;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;0;0
AP2 JAZZ HOUSE;Categoria 1;VIA FOSCOLO, 10;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;0;0
AP20 PIAZZA DI SPAGNA;Categoria 1;VIA DELLA VITE, 7;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;2;0;0;0;0;0;0
AP21 VILLA BORGHESE CASA E APPARTAMENTO PER VACANZE;Categoria 1;VIA MARCHE, 23;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);2;1;0;0;0;0;0;0
AP30 MARGANA PALACE;Categoria 1;PIAZZA MARGANA, 35;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);1;1;0;0;0;0;0;0
AP31 BULLARI;Categoria 2;VIA DEI BAULLARI, 4;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;5;0;0;0;0;0;0
