INSEGNA;CLASSIFICAZIONE;INDIRIZZO;MUNICIPIO;TIPOLOGIA;SINGOLE;DOPPIE;TRIPLE;QUADRUPLE;QUINTUPLE;SESTUPLE;UNITA_ABITATIVE;POSTI_LETTO_UNITA_ABITATIVE;latitude;longitude
DIANA PLACE;Categoria 4;VIA DI S. GIOVANNI IN LATERANO, 238;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;0;0;41.88778;12.50163
DIMORA BARBERINI;Categoria 2;VIA DI S. BASILIO, 69;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.90458;12.48931
DIMORA DEGLI DEI;Categoria 2;VIA DEL SEMINARIO, 87;Municipio I (ex Mun I);Guest House o Affittacamere;0;5;1;0;0;0;0;0;41.89901;12.477
IMORA STORICA URBANA;Categoria 2;VIA URBANA, 33;Municipio I (ex Mun I);Guest House o Affittacamere;3;1;0;0;0;0;0;0;41.89634;12.49422
DINA;3 Stelle;VIA PRINCIPE AMEDEO, 62;Municipio I (ex Mun I);Albergo;5;25;7;6;0;0;0;0;41.89916;12.50003
DING HOUSE;Unica;VIA ENRICO CIALDINI, 13;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;1;1;0;0;0;0;0;0;41.89852;12.50325
DINO HOSTEL;Categoria 3;VIA GIOVANNI GIOLITTI, 213;Municipio I (ex Mun I);Guest House o Affittacamere;1;1;1;0;0;0;0;0;41.8977;12.50488
DIOCLEZIANO;4 Stelle;VIA GAETA, 71;Municipio I (ex Mun I);Albergo;12;22;1;0;0;0;0;0;41.90402;12.49948
DIOCLEZIANO AUGUSTUS;Categoria 3;VIA PARIGI, 11;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;1;0;0;0;0;41.90404;12.49555
DIPENDENZA 3 ROME TIMES HOTEL;4 Stelle;VIA MILANO, 58;Municipio I (ex Mun I);Dipendenza alberghiera;0;25;10;2;0;0;0;0;41.8983;12.49084
DIPENDENZA ALBERGHIERA HOTEL GALILEO;3 Stelle;VIA PALESTRO, 35;Municipio I (ex Mun I);Dipendenza alberghiera;1;3;1;2;0;0;1;18;41.90581;12.50307
DIPENDENZA ALBERGO MOZART-VIVALDI LUXURY ROOMS;3 Stelle;VIA DEL CORSO, 75;Municipio I (ex Mun I);Dipendenza alberghiera;0;5;4;0;0;0;0;0;41.90693;12.47801
DIPENDENZA ALBERGO SMERALDO;2 Stelle;VIA DEI CHIAVARI, 32;Municipio I (ex Mun I);Dipendenza alberghiera;3;10;1;1;0;0;0;0;41.89451;12.47428
DIPENDENZA BLED;3 Stelle;VIA DI S. CROCE IN GERUSALEMME, 42;Municipio I (ex Mun I);Dipendenza alberghiera;0;8;2;0;0;0;0;0;41.89078;12.511
IPENDENZA DANIELA 2;3 Stelle;VIA LUIGI LUZZATTI, 33;Municipio I (ex Mun I);Dipendenza alberghiera;4;19;0;0;0;0;0;0;41.89099;12.511
IPENDENZA HOTEL ALTAVILLA;2 Stelle;VIA PRINCIPE AMEDEO, 9;Municipio I (ex Mun I);Dipendenza alberghiera;0;4;3;0;0;0;0;0;41.90003;12.49819
DIPENDENZA MECENATE PALACE HOTEL;3 Stelle;VIA CARLO ALBERTO, 13;Municipio I (ex Mun I);Dipendenza alberghiera;0;7;1;2;0;0;0;0;41.89665;12.50027
DIPENDENZA PICASSO;1 Stella;VIA VENEZIA, 25;Municipio I (ex Mun I);Dipendenza alberghiera;2;6;0;0;0;0;0;0;41.89981;12.49308
DISA SOLUTIONS S.R.L.;Categoria 3;VIA SISTINA, 57;Municipio I (ex Mun I);Guest House o Affittacamere;0;3;0;0;0;0;0;0;41.90518;12.48492
DIVINE DI ANDREOLI LORENZO;Categoria 2;VIALE GLORIOSO, 3;Municipio I (ex Mun I);Guest House o Affittacamere;1;2;1;0;0;0;0;0;41.88421;12.46942
"DIVO APARTMENTS ""guest house o affittacamere""";Categoria 3;VIA FRATTINA, 89;Municipio I (ex Mun I);Guest House o Affittacamere;0;1;1;1;0;0;0;0;41.90389;12.47976
DIVO NERONE SRLS;Categoria 2;VIA TOSCANA, 1;Municipio I (ex Mun I);Guest House o Affittacamere;2;2;1;0;0;0;0;0;41.90821;12.49204
DIXI BIRD GUEST HOUSE O AFFITTACAMERE;Categoria 3;VIA BIXIO, 32;Municipio I (ex Mun I);Guest House o Affittacamere;0;3;0;0;0;0;0;0;41.89395;12.50908
DK SUITES;Categoria 3;VIA LEONINA, 11;Municipio I (ex Mun I);Guest House o Affittacamere;1;3;1;1;0;0;0;0;41.89476;12.49171
DM APARTMENTS;Categoria 2;VIA SISTINA, 30;Municipio I (ex Mun I);Guest House o Affittacamere;0;1;0;0;0;0;0;0;41.90444;12.48625
DODOMUS 'gUESThOUSE O aFFITTACAMERE';Categoria 2;VIA EMANUELE FILIBERTO, 207;Municipio I (ex Mun I);Guest House o Affittacamere;0;2;2;0;0;0;0;0;41.88938;12.50704
DOGE;2 Stelle;VIA DEI DUE MACELLI, 106;Municipio I (ex Mun I);Albergo;1;9;2;0;0;0;0;0;41.90337;12.48505
DOLCE DOMUS;Categoria 2;VIA MERULANA, 234;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;2;0;0;0;0;0;0;41.89308;12.50118
DOLCE VITA APARTAMENT;Categoria 4;VIA CAVOUR, 233;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0;41.89435;12.49163
DOLCE VITA I;Categoria 2;VIA DELLA PENNA, 59;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;0;0;41.90955;12.474
OLCE VITA ROMA;Categoria 2;VIA DEL MANCINO, 10;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;0;0;0;0;0;4;0;41.8974;12.48269
DOLCEVITA PENTHOUSE - CASA E APPARTAMENTO PER VACANZE;Categoria 2;LARGO DEI LIBRARI, 87;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0;41.89468;12.47382
DOLOMITI;3 Stelle;VIA SAN MARTINO DELLA BATTAGLIA, 11;Municipio I (ex Mun I);Albergo;4;12;4;2;0;0;0;0;41.90545;12.50444
DOMENICHINO GUEST HOUSE;Categoria 2;VIA DOMENICHINO, 7;Municipio I (ex Mun I);Guest House o Affittacamere;1;2;0;0;0;0;0;0;41.89546;12.49905
DOMENICO;Categoria 2;VIA CASTELFIDARDO, 48;Municipio I (ex Mun I);Guest House o Affittacamere;0;2;4;0;0;0;0;0;41.9067;12.50076
DOMI 56 B 3;Categoria 1;VIA PALESTRO, 56;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0;41.90466;12.50475
DOMI INT. 10;Categoria 1;VIA CURTATONE, 12;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0;41.9047;12.50092
DOMIZIA 43;Categoria 4;VIA DELL'ORSO, 43;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;3;0;0;0;0;0;41.90184;12.47388
DOMIZIANO;Categoria 1;VIA DI S. NICOLA DA TOLENTINO, 50;Municipio I (ex Mun I);Guest House o Affittacamere;0;6;0;0;0;0;0;0;41.90442;12.48983
DOMUS 78 DI BEATRYZ VASCO DA SILVA;Categoria 2;VIALE DI TRASTEVERE, 78;Municipio I (ex Mun I);Guest House o Affittacamere;1;3;0;1;0;0;0;0;41.88398;12.46956
DOMUS ADRIANI;Categoria 1;VIA DI PALLACORDA, 9;Municipio I (ex Mun I);Guest House o Affittacamere;0;5;0;0;0;0;0;0;41.90265;12.47551
DOMUS ADRIANO;Categoria 4;VIA DI S. GIOVANNI IN LATERANO, 262;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);2;1;0;0;0;0;0;0;41.88762;12.50216
DOMUS AL PALATINO;Categoria 1;VIA DI S. TEODORO, 68;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);2;0;0;0;0;0;0;0;41.88913;12.48354
DOMUS ALBERTI;Categoria 2;VIA VENEZIA, 15;Municipio I (ex Mun I);Guest House o Affittacamere;0;3;2;0;0;0;0;0;41.89997;12.49291
DOMUS AMOR B&B;Unica;VIA ANGELO POLIZIANO, 70;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.89127;12.50004
DOMUS ANNAMARIA;Categoria 3;VIA PRINCIPE AMEDEO, 175;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;3;0;0;0;0;0;0;41.89664;12.503
OMUS AQUAE;Categoria 2;VICOLO SCAVOLINO, 61;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0;41.90111;12.48406
DOMUS AUGUSTA;Categoria 2;VIA MILAZZO, 42;Municipio I (ex Mun I);Guest House o Affittacamere;2;3;0;0;0;0;0;0;41.90305;12.50587
DOMUS AUREA;3 Stelle;VIA VOLTURNO, 32;Municipio I (ex Mun I);Albergo;11;38;0;0;0;0;0;0;41.90432;12.5
S AUREA 295;Categoria 2;VIA CAVOUR, 295;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);1;3;0;0;0;0;0;0;41.89387;12.48968
DOMUS AURELIANA;Categoria 1;VIA AUGUSTO VALENZIANI, 5;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);1;2;0;0;0;0;0;0;41.91009;12.49882
DOMUS AURORA ROMA;Categoria 2;VIA MILAZZO, 3;Municipio I (ex Mun I);Guest House o Affittacamere;1;2;0;0;0;0;0;0;41.90175;12.504
OMUS AUSTRALIA;Unica;VIA CERNAIA, 14;Municipio I (ex Mun I);Casa per ferie;3;14;15;0;0;0;0;0;41.90655;12.50013
DOMUS AVENTINA;3 Stelle;VIA DI S. PRISCA, 11;Municipio I (ex Mun I);Albergo;4;16;6;0;0;0;0;0;41.88294;12.48376
DOMUS BANCHI VECCHI;Categoria 2;VIA DEI BANCHI VECCHI, 27/A;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.89816;12.46699
DOMUS BORGOGNONA;Unica;VIA BORGOGNONA, 12;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.90512;12.48216
DOMUS CANDIDA B&B;Unica;VIA EMANUELE FILIBERTO, 233;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;1;1;0;0;0;0;0;0;41.889;12.50724
DOMUS CHIARA B&B;Unica;VIA DEL MONTE OPPIO, 12;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;1;0;0;0;0;0;0;41.89182;12.49285
DOMUS CIANCALEONI;Categoria 1;VIA DEI CIANCALEONI, 45;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0;41.89626;12.49307
DOMUS CLARA;Categoria 3;VIALE DI TRASTEVERE, 143;Municipio I (ex Mun I);Guest House o Affittacamere;1;3;0;0;0;0;0;0;41.88435;12.47033
DOMUS CLAUDIAE;Categoria 2;VIA DI S. ONOFRIO, 25;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;0;0;41.91232;12.57219
DOMUS CLAUDIAE - non abilitata;Categoria 4;VIA DI S. ONOFRIO, 25;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;0;0;41.91232;12.57219
DOMUS CLIVIA;Categoria 2;PIAZZA DI S. CROCE IN GERUSALEMME, 4;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0;41.88926;12.514
OMUS COLOSSEO;Categoria 1;VIA LABICANA, 42;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;3;0;0;0;0;0;0;41.88926;12.502
OMUS CRISTINA;Categoria 2;VIA DEL CORSO, 287;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;0;0;0;0;0;1;2;41.89708;12.48212
DOMUS DEGLI ANGELI;Categoria 3;VIA PAOLA, 46;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);2;2;0;0;0;0;0;0;41.90061;12.465
OMUS DEL CORSO SRLS;Categoria 3;VIA DEL CORSO, 22;Municipio I (ex Mun I);Guest House o Affittacamere;0;1;1;0;0;0;0;0;41.90886;12.47718
DOMUS DIANA;Categoria 3;VIA MECENATE, 27;Municipio I (ex Mun I);Guest House o Affittacamere;0;5;0;0;0;0;0;0;41.89301;12.50061
DOMUS ESTER GUEST HOUSE O AFFITTACAMERE;Categoria 2;VIA DI S. SALVATORE IN CAMPO, 38;Municipio I (ex Mun I);Guest House o Affittacamere;4;2;0;0;0;0;0;0;41.89339;12.47349
DOMUS EXQUILIA;Categoria 3;VIA FOSCOLO, 17;Municipio I (ex Mun I);Guest House o Affittacamere;1;3;0;0;0;0;0;0;41.72586;12.61443
DOMUS FARNESE;Categoria 2;VIA FOSCOLO, 24;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0;41.89304;12.50478
DOMUS FERRARO;Categoria 3;VIA CAVOUR, 266;Municipio I (ex Mun I);Guest House o Affittacamere;0;2;0;2;0;0;0;0;41.89378;12.49014
DOMUS FLAVIA AL COLOSSEO;Categoria 1;VIA DI S. GIOVANNI IN LATERANO, 55;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;0;0;0;0;0;1;2;41.88891;12.49839
DOMUS FLAVIAE;Categoria 3;VIA ANGELO POLIZIANO, 8;Municipio I (ex Mun I);Guest House o Affittacamere;1;1;1;0;0;0;0;0;41.89251;12.50128
DOMUS FLAVIO LUXURY;Categoria 4;VIA ANNIA, 48;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);2;1;0;0;0;0;0;0;41.88736;12.49724
DOMUS FONTIS;Categoria 2;VIA DEI CROCIFERI, 41;Municipio I (ex Mun I);Guest House o Affittacamere;0;3;1;0;0;0;0;0;41.90096;12.48232
DOMUS FORI;Categoria 4;VIA DELL'AGNELLO, 25;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;1;0;0;0;0;0;41.89406;12.48939
DOMUS FRATTINA;Unica;VIA FRATTINA, 78;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.90379;12.47964
DOMUS GALATEA;Categoria 1;PIAZZA MIGNANELLI, 12;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;0;1;0;0;0;0;0;41.9055;12.48328
DOMUS GALLO;Unica;VIA ALFREDO CAPPELLINI, 3;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.89673;12.50425
DOMUS HELENA;Unica;VIA FERRUCCIO, 25;Municipio I (ex Mun I);Casa per ferie;24;12;0;0;0;0;0;0;41.89312;12.50323
DOMUS JULIA;Categoria 1;VIA RASELLA, 32;Municipio I (ex Mun I);Guest House o Affittacamere;0;4;2;0;0;0;0;0;41.90247;12.48781
DOMUS LAURAE;Categoria 2;PIAZZA DI S. GIOVANNI IN LATERANO, 26;Municipio I (ex Mun I);Guest House o Affittacamere;1;4;0;0;0;0;0;0;41.88758;12.50599
DOMUS LAURETANA;Categoria 3;VIA GIOVANNI LANZA, 108;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.89495;12.49884
DOMUS LIBERA;Categoria 3;VICOLO DEL PIOMBO, 7;Municipio I (ex Mun I);Guest House o Affittacamere;0;4;2;0;0;0;0;0;41.89747;12.48247
DOMUS LIBERIUS;Categoria 1;VIA LIBERIANA, 17;Municipio I (ex Mun I);Guest House o Affittacamere;1;2;1;0;0;0;0;0;41.89708;12.49805
DOMUS LIBERIUS ROME;Categoria 2;VIA LIBERIANA, 17;Municipio I (ex Mun I);Guest House o Affittacamere;0;1;3;0;0;0;0;0;41.89708;12.49805
DOMUS LINDA;Categoria 2;VIA GIOVANNI GIOLITTI, 199;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;1;0;0;0;0;0;41.89783;12.50465
DOMUS LIVIA;Categoria 1;VIA NAZIONALE, 230;Municipio I (ex Mun I);Guest House o Affittacamere;0;6;0;0;0;0;0;0;41.90092;12.49345
DOMUS LUDOVICA;Categoria 2;VIA DELLA CROCE, 15;Municipio I (ex Mun I);Guest House o Affittacamere;0;6;0;0;0;0;0;0;41.90633;12.48045
DOMUS LUDOVISI;Categoria 3;VIA LOMBARDIA, 40;Municipio I (ex Mun I);Guest House o Affittacamere;0;4;2;0;0;0;0;0;41.90769;12.48779
DOMUS MAGGIORE;Categoria 3;PIAZZA DI S. MARIA MAGGIORE, 12;Municipio I (ex Mun I);Guest House o Affittacamere;2;2;0;0;0;0;0;0;41.89681;12.49902
DOMUS MAX;Categoria 2;VIA DELLA CROCE, 15;Municipio I (ex Mun I);Guest House o Affittacamere;1;5;0;0;0;0;0;0;41.90633;12.48045
DOMUS MAXIMI;Unica;VIA DI S. ERASMO, 4;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.88352;12.49844
DOMUS MERULANA;Unica;VIA ANGELO POLIZIANO, 8;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;3;0;0;0;0;0;0;41.89251;12.50128
DOMUS MINERVAE;Categoria 2;VIA DEL GESU', 89;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;2;2;1;0;0;0;0;41.8968;12.47874
DOMUS MONSERRATO;Categoria 3;VIA DI MONSERRATO, 12;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;0;0;41.89711;12.46841
DOMUS MONTI;Categoria 1;VIA CAVOUR, 108;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);1;1;0;0;0;0;0;0;41.89725;12.49602
DOMUS NAPOLEONE;Categoria 3;VIA NAPOLEONE III, 70;Municipio I (ex Mun I);Guest House o Affittacamere;0;3;1;1;0;0;0;0;41.89642;12.50281
DOMUS NAVONA HISTORICAL RESORT;Categoria 3;VIA DEL GESU', 89;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.8968;12.47874
DOMUS NICE ROME;Categoria 2;VIA BELISARIO, 7;Municipio I (ex Mun I);Guest House o Affittacamere;0;4;2;0;0;0;0;0;41.90894;12.49739
DOMUS NOVA - CAMPO DE FIORI;Categoria 2;VIA DI S. MARIA IN MONTICELLI, 4;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.89327;12.474
OMUS NYMPHAE;Categoria 1;VIA DEI GIUBBONARI, 98;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0;41.89438;12.47399
DOMUS PALATINA;Categoria 3;PIAZZA MANFREDO FANTI, 10;Municipio I (ex Mun I);Guest House o Affittacamere;1;4;0;0;0;0;0;0;41.89808;12.50318
DOMUS PAOLA;Unica;VIA PRINCIPE AMEDEO, 47;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.89912;12.499
OMUS PARVA;Categoria 3;VIA DELLE TRE CANNELLE, 22;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);1;0;0;0;0;0;0;0;41.89644;12.48503
DOMUS PINCIANA;Categoria 3;VIA CAMPANIA, 61;Municipio I (ex Mun I);Guest House o Affittacamere;0;5;0;0;0;0;0;0;41.91062;12.49434
DOMUS PRAETORIA DEPENDANCE guest house o affittacamere;Categoria 3;VIA MILAZZO, 42;Municipio I (ex Mun I);Guest House o Affittacamere;0;1;2;0;0;0;0;0;41.90305;12.50587
DOMUS RASELLA 1;Categoria 2;VIA RASELLA, 152;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;2;0;0;0;0;2;0;41.90256;12.48794
DOMUS RASELLA 3;Categoria 2;VIA RASELLA, 152;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;1;3;0;0;0;0;0;41.90256;12.48794
DOMUS RASELLA 4;Categoria 2;VIA RASELLA, 152;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;0;1;2;0;0;0;0;41.90256;12.48794
DOMUS RASELLA 5;Categoria 2;VIA RASELLA, 152;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;1;2;0;0;0;0;0;41.90256;12.48794
DOMUS RASELLA SUITES;Categoria 3;VIA RASELLA, 152;Municipio I (ex Mun I);Guest House o Affittacamere;0;3;2;1;0;0;0;0;41.90256;12.48794
DOMUS REAL CARDELLO;Categoria 2;VIA DEL CARDELLO, 14;Municipio I (ex Mun I);Guest House o Affittacamere;0;2;1;1;0;0;0;0;41.89298;12.49007
DOMUS REGIA;Categoria 2;VIA ANTONIO SALANDRA, 6;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0;41.90564;12.495
OMUS RIPETTA;Unica;VIA DI RIPETTA, 41;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.90815;12.47604
DOMUS ROMA;Non Classificata;VIA RATTAZZI, 65;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0;41.8982;12.50392
DOMUS ROMA;Categoria 2;VIA LIBERIANA, 17;Municipio I (ex Mun I);Guest House o Affittacamere;0;5;0;0;0;0;0;0;41.89708;12.49805
DOMUS ROMANTICA HOLIDAYS;Categoria 2;VIA BELISARIO, 7;Municipio I (ex Mun I);Guest House o Affittacamere;0;4;2;0;0;0;0;0;41.90894;12.49739
DOMUS ROME HOLIDAY APARTMENTS/TWO/MANZONI;Categoria 3;VIA LUIGI PIANCIANI, 19;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);0;0;0;0;0;0;3;0;41.89295;12.50847
DOMUS ROXY;Categoria 4;VIA MARGHERA, 49;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0;41.90344;12.50512
DOMUS S.GIOVANNI B&B;Unica;VIA GIOVANNI BATTISTA PIATTI, 25;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.8887;12.51131
DOMUS SAN CLEMENTE casa e appartamento per vacanze;Categoria 2;VIA DI S. GIOVANNI IN LATERANO, 210;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);1;0;0;0;0;0;0;0;41.88798;12.501
MUS SANTA CATERINA;Unica;VIA CARLO EMANUELE I, 49;Municipio I (ex Mun I);Casa per ferie;1;6;0;0;0;0;0;0;41.89148;12.50843
DOMUS SANTA MARIA;Categoria 3;VIA DELL'ARCO DI S. CALISTO, 19;Municipio I (ex Mun I);Guest House o Affittacamere;1;5;0;0;0;0;0;0;41.88917;12.47159
DOMUS SANTA MARIA MAGGIORE;Categoria 2;VIA LIBERIANA, 17;Municipio I (ex Mun I);Guest House o Affittacamere;0;1;2;2;0;0;0;0;41.89708;12.49805
DOMUS SESSORIANA;Unica;PIAZZA DI S. CROCE IN GERUSALEMME, 10;Municipio I (ex Mun I);Casa per ferie;35;24;11;10;0;0;0;0;41.88831;12.51549
DOMUS SPAGNA CAPO LE CASE LUXURY SUITE;Categoria 1;VIA DI CAPO LE CASE, 18;Municipio I (ex Mun I);Guest House o Affittacamere;0;3;1;0;0;0;0;0;41.90385;12.48478
DOMUS SPAGNA CONDOTTI IMPERIAL SUITE;Categoria 1;VIA DEI CONDOTTI, 21;Municipio I (ex Mun I);Guest House o Affittacamere;0;0;0;0;1;0;0;0;41.90508;12.48039
DOMUS SPAGNA FRATTINA PRESTIGE SUITE;Categoria 1;VIA FRATTINA, 119;Municipio I (ex Mun I);Guest House o Affittacamere;0;5;1;0;0;0;0;0;41.90426;12.48131
DOMUS TESTACCIO APARTMENT;Categoria 2;VIA LUCA DELLA ROBBIA, 35;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.87928;12.47777
DOMUS TRAIANO;Categoria 3;VIA PANISPERNA, 261;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;2;0;0;0;0;0;0;41.89589;12.48886
DOMUS TRASTEVERINA;Categoria 2;VIA GARIBALDI, 16;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0;41.89063;12.46652
DOMUS VALERIA;Unica;VIA DEL BABUINO, 96;Municipio I (ex Mun I);Bed & Breakfast non imprenditoriale;0;0;0;0;0;0;0;0;41.90695;12.48082
DOMUS VICTORIA;Categoria 3;PIAZZA VITTORIO EMANUELE II, 138;Municipio I (ex Mun I);Guest House o Affittacamere;0;4;1;0;0;0;0;0;41.895;12.50237
DOMUSDEA;Categoria 2;VIA UMBERTO BIANCAMANO, 5;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;0;0;41.88729;12.50916
DON SWEET HOME GUEST HOUSE O AFFITTACAMERE;Categoria 3;PIAZZA DI PORTA MAGGIORE, 6;Municipio I (ex Mun I);Guest House o Affittacamere;0;3;0;0;0;0;0;0;41.89274;12.51
ONATELLO;3 Stelle;VIA DI PORTA MAGGIORE, 83;Municipio I (ex Mun I);Albergo;6;26;7;1;0;0;0;0;41.89219;12.513
ONNA ILARIA;Categoria 4;VIA DI CAMPO MARZIO, 12;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);1;3;0;0;0;0;0;0;41.90222;12.47742
DONNA MARGHERITA ROME VINTAGE HOUSE;Categoria 2;VIA TORINO, 122;Municipio I (ex Mun I);Guest House o Affittacamere;0;5;1;0;0;0;0;0;41.90167;12.49556
DOPODOMANI HOME;Categoria 2;VIA DELLE CARROZZE, 3;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);1;2;0;0;0;0;0;0;41.90541;12.47881
DORIA;3 Stelle;VIA MERULANA, 4;Municipio I (ex Mun I);Albergo;5;15;0;0;0;0;0;0;41.8966;12.499
ORICA 2;Categoria 2;PIAZZA DEL VIMINALE, 14;Municipio I (ex Mun I);Guest House o Affittacamere;2;4;0;0;0;0;0;0;41.90002;12.49434
DORMODALAY GUEST HOUSE;Categoria 2;VIA RASELLA, 51;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;1;0;0;0;0;0;0;41.90232;12.486
OTORI' ROOMS;Categoria 3;PIAZZA VITTORIO EMANUELE II, 47;Municipio I (ex Mun I);Guest House o Affittacamere;2;1;0;0;0;0;0;0;41.89498;12.50534
DOUBLE B;Categoria 3;VIA VITTORIO AMEDEO II, 22;Municipio I (ex Mun I);Guest House o Affittacamere;0;3;0;0;0;0;0;0;41.89073;12.50915
DOUBLE ROOM CAMPO DE FIORI;Categoria 2;VIA DEL PELLEGRINO, 75;Municipio I (ex Mun I);Casa Vacanze impr (Appartamento);2;0;0;0;0;0;0;0;41.89689;12.47041
DOWNTOWN BOUTIQUE HOUSE;Categoria 3;VIA FRATTINA, 99;Municipio I (ex Mun I);Guest House o Affittacamere;0;6;0;0;0;0;0;0;41.90402;12.48032
DOWNTOWN HOSTEL;Unica;VIA CARLO CATTANEO, 23;Municipio I (ex Mun I);Hostel;1;1;6;10;0;0;0;0;41.89763;12.50159
DOWNTOWN HOSTEL;Unica;VIA CARLO CATTANEO, 23;Municipio I (ex Mun I);Hostel;1;1;5;6;5;0;0;0;41.89763;12.50159
DRAGO D'ORO;Categoria 3;PIAZZA VITTORIO EMANUELE II, 121;Municipio I (ex Mun I);Guest House o Affittacamere;0;5;0;0;1;0;0;0;41.8944;12.50292
