Str. di prima assegnazione;Anno;Data di presentazione;Tipo di segnalazione - codice;Tipo di segnalazione - descrizione;Area tematica - codice;Descrizione area tematica;Argomento - codice;Descrizione argomento;Tipo arrivo - codice;Descrizione tipo arrivo;Canale di risposta - codice;Descr. modalità di risposta;Punto esclamativo SI/NO;Municipio di riferimento (tramite geo-localizzazione)
MUNICIPIO ROMA II  (EX MUNICIPI II E III);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;49;CASSONETTO PLASTICA PIENO/RIBALTATO/DANNEGGIATO;7;Portale;6;Web;NO;2
MUNICIPIO ROMA II  (EX MUNICIPI II E III);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;49;CASSONETTO PLASTICA PIENO/RIBALTATO/DANNEGGIATO;7;Portale;6;Web;NO;2
POLIZIA LOCALE ROMA CAPITALE -  VIII GRUPPO TINTORETTO -(EX GRUPPO XI);2020;21/02/2020;1;Reclamo;17;TRIBUTI E CONTRAVVENZIONI;65;CONTRAVVENZIONI - CRITICITA CONTENZIOSO;7;Portale;6;Web;NO;n.a.
DIPARTIMENTO TUTELA AMBIENTALE - PROTEZIONE CIVILE;2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;169;MANCATA POTATURA ALBERI;1;Di persona;4;Email;NO;8
MUNICIPIO ROMA II  (EX MUNICIPI II E III);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;49;CASSONETTO PLASTICA PIENO/RIBALTATO/DANNEGGIATO;6;Call Center;6;Web;NO;2
MUNICIPIO ROMA VI (EX MUNICIPIO VIII);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;183;MANUTENZIONE DELLA CITTÀ - PERICOLO PER L'INCOLUMITA PUBBLICA;7;Portale;6;Web;NO;6
POLIZIA LOCALE ROMA CAPITALE -  VIII GRUPPO TINTORETTO -(EX GRUPPO XI);2020;21/02/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;8
MUNICIPIO ROMA VI (EX MUNICIPIO VIII);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;183;MANUTENZIONE DELLA CITTÀ - PERICOLO PER L'INCOLUMITA PUBBLICA;7;Portale;6;Web;NO;6
MUNICIPIO ROMA XIII (EX MUNICIPIO XVIII);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;38;CADITOIE/TOMBINI - MANCATA PULIZIA;7;Portale;6;Web;NO;13
MUNICIPIO ROMA II  (EX MUNICIPI II E III);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;49;CASSONETTO PLASTICA PIENO/RIBALTATO/DANNEGGIATO;6;Call Center;6;Web;NO;2
MUNICIPIO ROMA VII  (EX MUNICIPI IX E X);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;48;CASSONETTO INDIFFERENZIATO PIENO/RIBALTATO/DANNEGGIATO;6;Call Center;6;Web;NO;7
MUNICIPIO ROMA VIII (EX MUNICIPIO XI);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;303;SPAZZAMENTO SEDE STRADALE - MANCATA PULIZIA;6;Call Center;4;Email;NO;8
DIPARTIMENTO TUTELA AMBIENTALE - PROTEZIONE CIVILE;2020;21/02/2020;6;Segnalazione;1;AMBIENTE;78;DERATTIZZAZIONE;8;CRM 060606;5;Telefono;NO;n.a.
MUNICIPIO ROMA X  (EX MUNICIPIO XIII);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;216;PERDITE DI ACQUA - ALLAGAMENTI;5;Email;6;Web;NO;10
MUNICIPIO ROMA XI (EX MUNICIPIO XV);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;172;MANCATA RACCOLTA RIFIUTI;5;Email;4;Email;NO;11
DIPARTIMENTO TUTELA AMBIENTALE - PROTEZIONE CIVILE;2020;21/02/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;207;PARCHI, VILLE E GIARDINI - MANCATA PULIZIA;7;Portale;6;Web;NO;8
DIPARTIMENTO TUTELA AMBIENTALE - PROTEZIONE CIVILE;2020;21/02/2020;6;Segnalazione;1;AMBIENTE;78;DERATTIZZAZIONE;8;CRM 060606;5;Telefono;NO;n.a.
POLIZIA LOCALE ROMA CAPITALE -  I GRUPPO TREVI -(EX GRUPPO I);2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;381;SOSTA SU SPAZIO RISERVATO;7;Portale;6;Web;NO;1
DIPARTIMENTO TUTELA AMBIENTALE - PROTEZIONE CIVILE;2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;169;MANCATA POTATURA ALBERI;4;Telefono;4;Email;NO;7
MUNICIPIO ROMA XII  (EX MUNICIPIOXVI);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;216;PERDITE DI ACQUA - ALLAGAMENTI;7;Portale;6;Web;NO;12
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;21/02/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;1
MUNICIPIO ROMA VI (EX MUNICIPIO VIII);2020;21/02/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;327;TOMBINI - PERICOLO PER L'INCOLUMITA PUBBLICA;5;Email;5;Telefono;NO;6
DIPARTIMENTO TUTELA AMBIENTALE - PROTEZIONE CIVILE;2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;169;MANCATA POTATURA ALBERI;5;Email;4;Email;NO;6
DIPARTIMENTO TUTELA AMBIENTALE - PROTEZIONE CIVILE;2020;21/02/2020;6;Segnalazione;1;AMBIENTE;78;DERATTIZZAZIONE;5;Email;4;Email;NO;6
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;21/02/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;2
MUNICIPIO ROMA III (EX MUNICIPIO IV);2020;21/02/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;172;MANCATA RACCOLTA RIFIUTI;7;Portale;6;Web;NO;3
MUNICIPIO ROMA VI (EX MUNICIPIO VIII);2020;21/02/2020;1;Reclamo;1;AMBIENTE;78;DERATTIZZAZIONE;5;Email;4;Email;NO;6
POLIZIA LOCALE ROMA CAPITALE -  II GRUPPO SAPIENZA -(EX GRUPPO III);2020;21/02/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;2
MUNICIPIO ROMA VII  (EX MUNICIPI IX E X);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;187;MARCIAPIEDI - PAVIMENTAZIONE SCONNESSA;7;Portale;6;Web;NO;7
MUNICIPIO ROMA VII  (EX MUNICIPI IX E X);2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;178;MANCATO RIPRISTINO SEGNALETICA STRADALE;1;Di persona;1;Di persona;NO;7
POLIZIA LOCALE ROMA CAPITALE -  II GRUPPO SAPIENZA -(EX GRUPPO III);2020;21/02/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;2
POLIZIA LOCALE ROMA CAPITALE -  II GRUPPO SAPIENZA -(EX GRUPPO III);2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;381;SOSTA SU SPAZIO RISERVATO;7;Portale;6;Web;NO;2
POLIZIA LOCALE ROMA CAPITALE -  IV GRUPPO TIBURTINO -(EX GRUPPO V) ;2020;21/02/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;207;PARCHI, VILLE E GIARDINI - MANCATA PULIZIA;7;Portale;6;Web;NO;4
DIPARTIMENTO TUTELA AMBIENTALE - PROTEZIONE CIVILE;2020;21/02/2020;6;Segnalazione;1;AMBIENTE;78;DERATTIZZAZIONE;8;CRM 060606;5;Telefono;NO;n.a.
MUNICIPIO ROMA XII  (EX MUNICIPIOXVI);2020;21/02/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;216;PERDITE DI ACQUA - ALLAGAMENTI;6;Call Center;6;Web;NO;12
MUNICIPIO ROMA VII  (EX MUNICIPI IX E X);2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;288;SICUREZZA E PROTEZIONE CIVILE - PERICOLO PER L'INCOLUMITA PUBBLICA;6;Call Center;6;Web;NO;6
MUNICIPIO ROMA VIII (EX MUNICIPIO XI);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;305;SPAZZAMENTO SU MARCIAPIEDE;6;Call Center;4;Email;NO;8
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;1
DIPARTIMENTO TUTELA AMBIENTALE - PROTEZIONE CIVILE;2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;169;MANCATA POTATURA ALBERI;5;Email;4;Email;NO;6
MUNICIPIO ROMA VI (EX MUNICIPIO VIII);2020;21/02/2020;1;Reclamo;1;AMBIENTE;259;RIFIUTI ABBANDONATI - PERICOLO PER L'INCOLUMITA PUBBLICA;5;Email;4;Email;NO;6
MUNICIPIO ROMA X  (EX MUNICIPIO XIII);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;6;Call Center;5;Telefono;NO;10
POLIZIA LOCALE ROMA CAPITALE -  I GRUPPO TREVI -(EX GRUPPO I);2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;380;SOSTA SU MARCIAPIEDE - GRAVE INTRALCIO;7;Portale;6;Web;NO;1
POLIZIA LOCALE ROMA CAPITALE -  XV GRUPPO CASSIA -(EX GRUPPO XX);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;7;Portale;6;Web;NO;15
POLIZIA LOCALE ROMA CAPITALE -  VIII GRUPPO TINTORETTO -(EX GRUPPO XI);2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;376;ACCAMPAMENTO/INSEDIAMENTO ABUSIVO;7;Portale;6;Web;NO;8
DIPARTIMENTO COMUNICAZIONE ;2020;21/02/2020;5;Apprezzamento;9;INNOVAZIONE E SMART CITY;149;IDENTIFICAZIONE PORTALE;8;CRM 060606;5;Telefono;NO;n.a.
MUNICIPIO ROMA I (EX MUNICIPI I E XVII);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;8;CRM 060606;5;Telefono;NO;n.a.
POLIZIA LOCALE ROMA CAPITALE -  VIII GRUPPO TINTORETTO -(EX GRUPPO XI);2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;376;ACCAMPAMENTO/INSEDIAMENTO ABUSIVO;7;Portale;6;Web;NO;8
POLIZIA LOCALE ROMA CAPITALE -  II GRUPPO PARIOLI -(EX GRUPPO II);2020;21/02/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;265;SCRITTE OFFENSIVE/INGIURIOSE - MANCATA RIMOZIONE;7;Portale;6;Web;NO;2
MUNICIPIO ROMA VII  (EX MUNICIPI IX E X);2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;288;SICUREZZA E PROTEZIONE CIVILE - PERICOLO PER L'INCOLUMITA PUBBLICA;6;Call Center;6;Web;NO;6
DIPARTIMENTO TUTELA AMBIENTALE - PROTEZIONE CIVILE;2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;169;MANCATA POTATURA ALBERI;5;Email;4;Email;NO;6
DIPARTIMENTO TUTELA AMBIENTALE - PROTEZIONE CIVILE;2020;21/02/2020;6;Segnalazione;1;AMBIENTE;78;DERATTIZZAZIONE;7;Portale;6;Web;NO;8
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;21/02/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;9
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;21/02/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;1
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;1
DIPARTIMENTO TUTELA AMBIENTALE - PROTEZIONE CIVILE;2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;169;MANCATA POTATURA ALBERI;5;Email;4;Email;NO;6
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;3
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;21/02/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;3
POLIZIA LOCALE ROMA CAPITALE -  XII GRUPPO MONTEVERDE -(EX GRUPPO XVI);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;274;SEGNALETICA POCO VISIBILE;7;Portale;6;Web;NO;12
MUNICIPIO ROMA XII  (EX MUNICIPIOXVI);2020;21/02/2020;1;Reclamo;10;MOBILITÀ E TRASPORTI;280;SERVIZIO DI TRASPORTO PUBBLICO - INFORMAZIONE INSUFFICIENTE/ERRATA;7;Portale;6;Web;NO;12
UFFICIO DELL'ASSEMBLEA CAPITOLINA;2020;21/02/2020;6;Segnalazione;5;CULTURA;73;CULTURA - MANCATA PUBBLICITA ISTITUZIONALE;7;Portale;6;Web;NO;n.a.
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;300;! SOSTA SU PASSO CARRABILE;7;Portale;6;Web;SI;7
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;21/02/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;1
MUNICIPIO ROMA XIV (EX MUNICIPIO XIX);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;8;CRM 060606;5;Telefono;NO;n.a.
DIPARTIMENTO TUTELA AMBIENTALE - PROTEZIONE CIVILE;2020;21/02/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;169;MANCATA POTATURA ALBERI;7;Portale;6;Web;NO;2
MUNICIPIO ROMA I (EX MUNICIPI I E XVII);2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;39;CADITOIE/TOMBINI PERICOLOSI;7;Portale;6;Web;NO;1
MUNICIPIO ROMA III (EX MUNICIPIO IV);2020;21/02/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;8;CRM 060606;5;Telefono;NO;n.a.
MUNICIPIO ROMA XIII (EX MUNICIPIO XVIII);2020;20/02/2020;1;Reclamo;1;AMBIENTE;259;RIFIUTI ABBANDONATI - PERICOLO PER L'INCOLUMITA PUBBLICA;5;Email;6;Web;NO;14
MUNICIPIO ROMA V (EX MUNICIPI VI E VII);2020;21/02/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;207;PARCHI, VILLE E GIARDINI - MANCATA PULIZIA;5;Email;6;Web;NO;5
MUNICIPIO ROMA VIII (EX MUNICIPIO XI);2020;21/02/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;150;ILLUMINAZIONE PUBBLICA - GUASTI;7;Portale;6;Web;NO;8
POLIZIA LOCALE ROMA CAPITALE -  IX GRUPPO EUR -(EX GRUPPO XII);2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;276;SEGNALETICA STRADALE INSUFFICIENTE O ERRATA;7;Portale;6;Web;NO;9
DIPARTIMENTO TUTELA AMBIENTALE - PROTEZIONE CIVILE;2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;6;ALBERI PERICOLANTI;8;CRM 060606;5;Telefono;NO;n.a.
MUNICIPIO ROMA V (EX MUNICIPI VI E VII);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;4;Telefono;5;Telefono;NO;5
POLIZIA LOCALE ROMA CAPITALE -  IX GRUPPO EUR -(EX GRUPPO XII);2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;381;SOSTA SU SPAZIO RISERVATO;7;Portale;6;Web;NO;9
SEGRETARIATO  GENERALE - DIREZIONE ANAGRAFE;2020;21/02/2020;6;Segnalazione;2;ANAGRAFE E SERVIZI CIVICI;86;DIFFICOLTÀ DI ACCESSO AI SERVIZI ON LINE ANAGRAFICI;8;CRM 060606;5;Telefono;NO;n.a.
POLIZIA LOCALE ROMA CAPITALE -  X GRUPPO MARE -(EX GRUPPO XIII);2020;21/02/2020;6;Segnalazione;4;COMMERCIO IMPRESA;371;OCCUPAZIONE SUOLO PUBBLICO ABUSIVO/NON REGOLARE;7;Portale;6;Web;NO;10
POLIZIA LOCALE ROMA CAPITALE -  IX GRUPPO EUR -(EX GRUPPO XII);2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;276;SEGNALETICA STRADALE INSUFFICIENTE O ERRATA;7;Portale;6;Web;NO;9
POLIZIA LOCALE ROMA CAPITALE -  II GRUPPO PARIOLI -(EX GRUPPO II);2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;381;SOSTA SU SPAZIO RISERVATO;7;Portale;6;Web;NO;2
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;21/02/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;2
MUNICIPIO ROMA VII  (EX MUNICIPI IX E X);2020;21/02/2020;6;Segnalazione;2;ANAGRAFE E SERVIZI CIVICI;80;DIFFICOLTÀ DI ACCESSO AI SERVIZI  ANAGRAFICI;5;Email;4;Email;NO;7
POLIZIA LOCALE ROMA CAPITALE -  VII GRUPPO TUSCOLANO -(EX GRUPPO X);2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;376;ACCAMPAMENTO/INSEDIAMENTO ABUSIVO;7;Portale;6;Web;NO;7
MUNICIPIO ROMA VIII (EX MUNICIPIO XI);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;150;ILLUMINAZIONE PUBBLICA - GUASTI;6;Call Center;4;Email;NO;8
POLIZIA LOCALE ROMA CAPITALE -  IX GRUPPO EUR -(EX GRUPPO XII);2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;381;SOSTA SU SPAZIO RISERVATO;7;Portale;6;Web;NO;9
POLIZIA LOCALE ROMA CAPITALE -  III GRUPPO NOMENTANO -(EX GRUPPO IV);2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;381;SOSTA SU SPAZIO RISERVATO;7;Portale;6;Web;NO;3
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;3
MUNICIPIO ROMA X  (EX MUNICIPIO XIII);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;303;SPAZZAMENTO SEDE STRADALE - MANCATA PULIZIA;5;Email;6;Web;NO;10
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;298;! SOSTA SU ATTRAVERSAMENTO PEDONALE;7;Portale;6;Web;SI;2
MUNICIPIO ROMA I (EX MUNICIPI I E XVII);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;8;CRM 060606;5;Telefono;NO;n.a.
DIPARTIMENTO TUTELA AMBIENTALE - PROTEZIONE CIVILE;2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;303;SPAZZAMENTO SEDE STRADALE - MANCATA PULIZIA;8;CRM 060606;5;Telefono;NO;n.a.
MUNICIPIO ROMA V (EX MUNICIPI VI E VII);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;222;PONTI/GALLERIE/VIADOTTI - ILLUMINAZIONE CARENTE;5;Email;6;Web;NO;5
MUNICIPIO ROMA XIII (EX MUNICIPIO XVIII);2020;21/02/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;38;CADITOIE/TOMBINI - MANCATA PULIZIA;5;Email;6;Web;NO;13
POLIZIA LOCALE ROMA CAPITALE -  IX GRUPPO EUR -(EX GRUPPO XII);2020;21/02/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;9
MUNICIPIO ROMA II  (EX MUNICIPI II E III);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;172;MANCATA RACCOLTA RIFIUTI;10;PEC;7;PEC;NO;2
MUNICIPIO ROMA I (EX MUNICIPI I E XVII);2020;21/02/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;38;CADITOIE/TOMBINI - MANCATA PULIZIA;8;CRM 060606;5;Telefono;NO;n.a.
MUNICIPIO ROMA V (EX MUNICIPI VI E VII);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;216;PERDITE DI ACQUA - ALLAGAMENTI;7;Portale;6;Web;NO;5
MUNICIPIO ROMA IX (EX MUNICIPIO XII);2020;21/02/2020;6;Segnalazione;1;AMBIENTE;382;DISCARICHE ABUSIVE;10;PEC;7;PEC;NO;9
MUNICIPIO ROMA XIV (EX MUNICIPIO XIX);2020;21/02/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;279;SERVIZIO DI TRASPORTO PUBBLICO - ATTI DI VANDALISMO;7;Portale;6;Web;NO;14
MUNICIPIO ROMA X  (EX MUNICIPIO XIII);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;169;MANCATA POTATURA ALBERI;5;Email;4;Email;NO;10
DIPARTIMENTO MOBILITA' E TRASPORTI;2020;21/02/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;84;DIFFICOLTÀ DI ACCESSO AI SERVIZI DI MOBILITÀ;5;Email;4;Email;NO;11
CORPO DI POLIZIA LOCALE DI ROMA CAPITALE;2020;21/02/2020;6;Segnalazione;10;MOBILITÀ E TRASPORTI;296;! SOSTA SELVAGGIA - RIMOZIONE VEICOLI IN INTRALCIO;7;Portale;6;Web;SI;5
DIPARTIMENTO TUTELA AMBIENTALE - PROTEZIONE CIVILE;2020;21/02/2020;1;Reclamo;11;OPERE E MANUTENZIONE DELLA CITTÀ;224;PONTI/GALLERIE/VIADOTTI/BARRIERE ANTIRUMORE - MANCATA MANUTENZIONE;4;Telefono;5;Telefono;NO;6
MUNICIPIO ROMA IX (EX MUNICIPIO XII);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;305;SPAZZAMENTO SU MARCIAPIEDE;10;PEC;7;PEC;NO;9
MUNICIPIO ROMA XII  (EX MUNICIPIOXVI);2020;21/02/2020;1;Reclamo;10;MOBILITÀ E TRASPORTI;280;SERVIZIO DI TRASPORTO PUBBLICO - INFORMAZIONE INSUFFICIENTE/ERRATA;6;Call Center;6;Web;NO;12
MUNICIPIO ROMA X  (EX MUNICIPIO XIII);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;37;CADITOIE/TOMBINI - FUORIUSCITA ACQUA/LIQUAMI;7;Portale;6;Web;NO;10
MUNICIPIO ROMA X  (EX MUNICIPIO XIII);2020;21/02/2020;6;Segnalazione;7;DISABILITÀ;184;MANUTENZIONE DELLA CITTÀ - PRESENZA BARRIERE ARCHITETTONICHE;5;Email;4;Email;NO;10
DIPARTIMENTO SVILUPPO INFRASTRUTTURE E MANUTENZIONE URBANA;2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;257;RIFACIMENTO STRISCE PEDONALI;5;Email;4;Email;NO;13
POLIZIA LOCALE ROMA CAPITALE -  VIII GRUPPO TINTORETTO -(EX GRUPPO XI);2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;381;SOSTA SU SPAZIO RISERVATO;7;Portale;6;Web;NO;8
DIPARTIMENTO RISORSE ECONOMICHE;2020;21/02/2020;6;Segnalazione;17;TRIBUTI E CONTRAVVENZIONI;135;ECCESSIVI TEMPI DI ATTESA DEI PROCEDIMENTI TRIBUTARI;6;Call Center;4;Email;NO;n.a.
POLIZIA LOCALE ROMA CAPITALE -  I GRUPPO TREVI -(EX GRUPPO I);2020;21/02/2020;6;Segnalazione;14;SICUREZZA URBANA E PROTEZIONE CIVILE;376;ACCAMPAMENTO/INSEDIAMENTO ABUSIVO;7;Portale;6;Web;NO;1
DIPARTIMENTO SVILUPPO INFRASTRUTTURE E MANUTENZIONE URBANA;2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;7;Portale;6;Web;NO;1
POLIZIA LOCALE ROMA CAPITALE -  I GRUPPO TREVI -(EX GRUPPO I);2020;21/02/2020;6;Segnalazione;11;OPERE E MANUTENZIONE DELLA CITTÀ;374;BUCHE E DISSESTO STRADALE;7;Portale;6;Web;NO;1
