 CAPPELLARI29;Categoria 2;VIA DEI CAPPELLARI, 29;Municipio I (ex Mun I);Casa Vacanze NON impr (Appartamento);0;0;0;0;0;0;1;1
;41.89022;12.46994Alloggio per uso turistico 1924;Unica;VIA MONTEBELLO, 17;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90514;12.49954Alloggio per uso turistico 1926;Unica;VIA DANDOLO, 19/A;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88441;12.46841Alloggio per uso turistico 1929;Unica;VIA DELLA LUNGARETTA, 74;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8896;12.47195Alloggio per uso turistico 1933;Unica;VIA DEL COLOSSEO, 71;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89325;12.48862Alloggio per uso turistico 1935;Unica;VIA DELLA LUCE, 66;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88888;12.47538Alloggio per uso turistico 1936;Unica;VIA DEL TRITONE, 94;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90319;12.48656Alloggio per uso turistico 1938;Unica;VICOLO DEGLI OSTI, 25;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8999;12.47118Alloggio per uso turistico 1940;Unica;VIA EQUIZIA, 8;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89468;12.49866Alloggio per uso turistico 1943;Unica;VIA EMANUELE FILIBERTO, 287;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88821;12.50765Alloggio per uso turistico 1944;Unica;VIA DI S. AGATA DEI GOTI, 14;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89563;12.48917Alloggio per uso turistico 1945;Unica;VIA DEI CAPPELLARI, 98;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89634;12.47057Alloggio per uso turistico 1947;Unica;VIA DI S. COSIMATO, 13;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88822;12.47046Alloggio per uso turistico 1949;Unica;VICOLO DELLE VACCHE, 23;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89971;12.47034Alloggio per uso turistico 195;Unica;VICOLO DELLA PENITENZA, 11/A;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89405;12.46554Alloggio per uso turistico 1954;Unica;VIA BACCINA, 15;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89447;12.48816Alloggio per uso turistico 1957;Unica;VIA NATALE DEL GRANDE, 8;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88729;12.47086Alloggio per uso turistico 1958;Unica;VIA DI MONTE FIORE, 8;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88895;12.47484Alloggio per uso turistico 1960;Unica;VIA PALERMO, 13;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.45792;12.66273Alloggio per uso turistico 197;Unica;VIA PRINCIPE EUGENIO, 32;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89419;12.50708Alloggio per uso turistico 1970;Unica;VIA CAPO D'AFRICA, 37;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88841;12.49682Alloggio per uso turistico 1971;Unica;VICOLO DELLE VACCHE, 7;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89978;12.47036Alloggio per uso turistico 1972;Unica;VIA ANNIA, 58;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88745;12.49684Alloggio per uso turistico 1974;Unica;VIA FERRUCCIO, 46;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89271;12.50417Alloggio per uso turistico 1975;Unica;VICOLO DEL CEDRO, 28;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89026;12.46834Alloggio per uso turistico 1978;Unica;VIA AGOSTINO BERTANI, 4;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88766;12.46879Alloggio per uso turistico 1982;Unica;VIA FLAVIA, 96;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90762;12.49761Alloggio per uso turistico 1987;Unica;PORTA S. PAOLO, 3;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87708;12.48206Alloggio per uso turistico 1988;Unica;VIA DI MONTE GIORDANO, 62;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89971;12.46989Alloggio per uso turistico 1989;Unica;VIA CESARE BALBO, 23;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89886;12.49558Alloggio per uso turistico 199;Unica;VIA MERULANA, 215;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89221;12.50167Alloggio per uso turistico 1991;Unica;VIA DEI CHIAVARI, 38;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89476;12.47429Alloggio per uso turistico 1992;Unica;VIA LUCIANO MANARA, 10;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88787;12.47087Alloggio per uso turistico 1998;Unica;VIA DI PANICO, 79;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90011;12.46794Alloggio per uso turistico 2;Unica;VIA AGOSTINO BERTANI, 20;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88774;12.46806Alloggio per uso turistico 20;Unica;VIA GENOVA, 24;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8993;12.49221Alloggio per uso turistico 200;Unica;VICOLO DE'CINQUE, 50;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89077;12.4694Alloggio per uso turistico 2000;Unica;VICOLO DEL PIEDE, 31;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89022;12.46994Alloggio per uso turistico 2002;Unica;VIA DELLE MURATTE, 16;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90055;12.48275Alloggio per uso turistico 2003;Unica;VICOLO DEL LUPO, 6;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90638;12.47917Alloggio per uso turistico 201;Unica;VIA GIOVANNI MARIO CRESCIMBENI, 3;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89017;12.49874Alloggio per uso turistico 2012;Unica;VIA DI S. MARTINO AI MONTI, 26/A;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89576;12.49891Alloggio per uso turistico 2013;Unica;VIA CARLO ALBERTO, 53;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89564;12.50219Alloggio per uso turistico 2022;Unica;PIAZZA BENEDETTO CAIROLI, 113;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8941;12.47533Alloggio per uso turistico 2023;Unica;VIA AGOSTINO DEPRETIS, 65;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89942;12.49541Alloggio per uso turistico 2024;Unica;VIA CAPO D'AFRICA, 31;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88855;12.4961Alloggio per uso turistico 2025;Unica;VIA BELISARIO, 8;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90902;12.49795Alloggio per uso turistico 2028;Unica;VIA MARCHE, 23;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90887;12.49032Alloggio per uso turistico 2030;Unica;VIA DELLA CONSULTA, 56;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8985;12.48888Alloggio per uso turistico 2035;Unica;VIA DI S. PAOLO ALLA REGOLA, 34;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89321;12.47366Alloggio per uso turistico 2036;Unica;VIA LUCIANO MANARA, 21;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88791;12.47012Alloggio per uso turistico 2037;Unica;VIA DI PROPAGANDA, 27;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90446;12.48301Alloggio per uso turistico 2038;Unica;VICOLO DELLE GROTTE, 20;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8945;12.4725Alloggio per uso turistico 2039;Unica;VIA GALVANI, 4;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87816;12.47823Alloggio per uso turistico 2042;Unica;VIA FRANCESCO CRISPI, 20;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90347;12.48563Alloggio per uso turistico 2053;Unica;VICOLO DELLA CAMPANELLA, 26;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90011;12.46733Alloggio per uso turistico 2055;Unica;VICOLO DEL BOLOGNA, 37;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89132;12.46847Alloggio per uso turistico 2058;Unica;VIA DI CAPO LE CASE, 3;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90394;12.48535Alloggio per uso turistico 2060;Unica;VIA DI MONTORO, 15;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89635;12.47017Alloggio per uso turistico 2061;Unica;VIA DEL GOVERNO VECCHIO, 99;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89812;12.47108Alloggio per uso turistico 2062;Unica;VIA DEI DUE MACELLI, 97;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90359;12.48478Alloggio per uso turistico 2065;Unica;PIAZZA MADAMA, 7;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89926;12.47377Alloggio per uso turistico 2066;Unica;VIA CERNAIA, 15;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90571;12.49919Alloggio per uso turistico 2069;Unica;VICOLO DELLA CAMPANELLA, 27;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90013;12.46732Alloggio per uso turistico 207;Unica;VIA MERULANA, 117;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89038;12.503Alloggio per uso turistico 2072;Unica;VIA DEL GAROFANO, 1;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89453;12.48928Alloggio per uso turistico 2083;Unica;VIA DI PIE' DI MARMO, 6;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89756;12.47882Alloggio per uso turistico 2084;Unica;VIA DI S. ERASMO, 3;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88364;12.49833Alloggio per uso turistico 2085;Unica;VIA DI PANICO, 32;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90071;12.46719Alloggio per uso turistico 2088;Unica;VIA DEL MORO, 27;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89054;12.47084Alloggio per uso turistico 2092;Unica;VIA DELLA CHIESA NUOVA, 11;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89851;12.46949Alloggio per uso turistico 2095;Unica;VIA CAPOCCI, 10;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89607;12.49342Alloggio per uso turistico 2101;Unica;VIA OSTILIA, 16;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88904;12.49526Alloggio per uso turistico 2105;Unica;LARGO DEI LIBRARI, 82;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8948;12.47348Alloggio per uso turistico 2108;Unica;VIA BACCINA, 23;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89451;12.48843Alloggio per uso turistico 2114;Unica;LARGO DEI LIBRARI, 82;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8948;12.47348Alloggio per uso turistico 2117;Unica;VIA DI MONTORO, 15;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89635;12.47017Alloggio per uso turistico 2119;Unica;VIA RASELLA, 6;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90266;12.48899Alloggio per uso turistico 2121;Unica;VIA RASELLA, 32;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90247;12.48781Alloggio per uso turistico 2122;Unica;VIA SISTINA, 23;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.9042;12.48666Alloggio per uso turistico 2124;Unica;VIA GALVANI, 33;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87827;12.47773Alloggio per uso turistico 2125;Unica;VIA MASTRO GIORGIO, 15;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87837;12.47751Alloggio per uso turistico 2131;Unica;VIA PIETRO VERRI, 13;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88964;12.50114Alloggio per uso turistico 2135;Unica;VIA PANISPERNA, 78;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89666;12.49184Alloggio per uso turistico 2136;Unica;VIA RAFFAELE CADORNA, 13;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90855;12.49814Alloggio per uso turistico 2143;Unica;VIA DEI CIANCALEONI, 34;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89677;12.49351Alloggio per uso turistico 2148;Unica;VIA DEL PANTHEON, 45;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89979;12.47677Alloggio per uso turistico 2149;Unica;PIAZZA DI S. GIOVANNI IN LATERANO, 48;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88739;12.50523Alloggio per uso turistico 2151;Unica;VIA DEI FIENAROLI, 10/A;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88874;12.4719Alloggio per uso turistico 2152;Unica;VIA FIRENZE, 43;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90297;12.49348Alloggio per uso turistico 2153;Unica;VIA FLORIO, 2/A;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.87964;12.47289Alloggio per uso turistico 2155;Unica;VIA DEI CAPPELLARI, 60;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89683;12.4698Alloggio per uso turistico 2160;Unica;VICOLO DELLE GROTTE, 20;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8945;12.4725Alloggio per uso turistico 2165;Unica;VIA OSTILIA, 12;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8891;12.49529Alloggio per uso turistico 2166;Unica;VIA OSTILIA, 1/A;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88964;12.49532Alloggio per uso turistico 2167;Unica;VIA CAPOCCI, 30;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89648;12.49379Alloggio per uso turistico 2169;Unica;VIA PRINCIPE EUGENIO, 40;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89412;12.50729Alloggio per uso turistico 217;Unica;VIA NAZIONALE, 204;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.9001;12.49206Alloggio per uso turistico 2170;Unica;VIA PANISPERNA, 194;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89692;12.4937Alloggio per uso turistico 2171;Unica;VIA FIRENZE, 48;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90262;12.49391Alloggio per uso turistico 2173;Unica;VIA OSTILIA, 1/A;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88964;12.49532Alloggio per uso turistico 2177;Unica;VIA DELLA SCALA, 48;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89137;12.46809Alloggio per uso turistico 2178;Unica;PIAZZA DI S. MARIA LIBERATRICE, 45;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8807;12.4752Alloggio per uso turistico 2180;Unica;VIA EMILIO MOROSINI, 16;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88601;12.46839Alloggio per uso turistico 2181;Unica;VIA DI S. FRANCESCO A RIPA, 141;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88732;12.47164Alloggio per uso turistico 2183;Unica;VIA GIOVANNI LANZA, 108;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89495;12.49884Alloggio per uso turistico 2187;Unica;VIA SAN QUINTINO, 37;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89013;12.51033Alloggio per uso turistico 2189;Unica;VIA PIETRO PERETTI, 24;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8876;12.47776Alloggio per uso turistico 2191;Unica;PIAZZA DELLA ROVERE, 97;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89896;12.46257Alloggio per uso turistico 2198;Unica;VIA DEL BOSCHETTO, 124;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89548;12.49107Alloggio per uso turistico 2199;Unica;VICOLO DEL GIGLIO, 16;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8949;12.47211Alloggio per uso turistico 22;Unica;PIAZZA VITTORIO EMANUELE II, 2;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89558;12.50296Alloggio per uso turistico 2204;Unica;VIA DI S. GIOVANNI IN LATERANO, 85;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88835;12.50021Alloggio per uso turistico 2205;Unica;VIA MARMORATA, 169;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88205;12.47659Alloggio per uso turistico 2207;Unica;VIA DEI LEUTARI, 35;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89743;12.47195Alloggio per uso turistico 2210;Unica;VIA EMANUELE FILIBERTO, 106;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88954;12.50734Alloggio per uso turistico 2211;Unica;VIA DI S. CROCE IN GERUSALEMME, 97;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89163;12.5093Alloggio per uso turistico 222;Unica;VIA DI S. GIOVANNI IN LATERANO, 250;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8877;12.50188Alloggio per uso turistico 2224;Unica;VIA LAMARMORA, 11;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89459;12.50662Alloggio per uso turistico 2226;Unica;VIA DEL BOCCACCIO, 3;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90258;12.48718Alloggio per uso turistico 2227;Unica;VIA DELLA PURIFICAZIONE, 48;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90516;12.48671Alloggio per uso turistico 2233;Unica;VIA DEL FAGUTALE, 2;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89223;12.49197Alloggio per uso turistico 2235;Unica;VIA URBANA, 152;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89768;12.49526Alloggio per uso turistico 2236;Unica;VIA DI S. ALESSIO, 14/A;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88237;12.48053Alloggio per uso turistico 2239;Unica;VIA FRANGIPANE, 29;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89301;12.48924Alloggio per uso turistico 2240;Unica;VIA FRANGIPANE, 29;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89301;12.48924Alloggio per uso turistico 2242;Unica;PIAZZA VITTORIO EMANUELE II, 138;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.895;12.50237Alloggio per uso turistico 2243;Unica;VIA RASELLA, 36;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90245;12.48764Alloggio per uso turistico 2244;Unica;VIA DEL TEATRO VALLE, 53/B;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89724;12.47513Alloggio per uso turistico 225;Unica;VIA DELLA MINERVA, 5;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89867;12.47732Alloggio per uso turistico 2250;Unica;VIA CAPO D'AFRICA, 20/A;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88894;12.49468Alloggio per uso turistico 2253;Unica;VIA DEL MONTE DELLA FARINA, 12;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89545;12.47508Alloggio per uso turistico 2254;Unica;VIA DI CAPO LE CASE, 3;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90394;12.48535Alloggio per uso turistico 2255;Unica;VIA DI MONTE BRIANZO, 82;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.9022;12.47293Alloggio per uso turistico 2256;Unica;VIA ROMA LIBERA, 23;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88689;12.46918Alloggio per uso turistico 2257;Unica;VIA PRINCIPE AMEDEO, 231;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89575;12.5053Alloggio per uso turistico 2261;Unica;PIAZZA SIDNEY SONNINO, 25;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88896;12.47427Alloggio per uso turistico 2262;Unica;VIA DEI CORONARI, 120;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90052;12.46784Alloggio per uso turistico 2266;Unica;VIA DEGLI ZINGARI, 55;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89514;12.49182Alloggio per uso turistico 2267;Unica;VIA DELLA LUCE, 13;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88886;12.47558Alloggio per uso turistico 2269;Unica;VIA IN PUBLICOLIS, 43;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.8936;12.47628Alloggio per uso turistico 2270;Unica;VIA MONTEBELLO, 94;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90613;12.50105Alloggio per uso turistico 2271;Unica;VIA DI S. ERASMO, 14;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88405;12.49952Alloggio per uso turistico 2273;Unica;VICOLO DI FEBO, 1;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.90036;12.47214Alloggio per uso turistico 2275;Unica;VIA ROMA LIBERA, 10;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88646;12.46924Alloggio per uso turistico 2277;Unica;VIA NAPOLEONE III, 75;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89631;12.50259Alloggio per uso turistico 2279;Unica;VIA DEI CHIAVARI, 38;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89476;12.47429Alloggio per uso turistico 228;Unica;VIA PANISPERNA, 252;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89629;12.49041Alloggio per uso turistico 2287;Unica;SALITA DI S. ONOFRIO, 19;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89857;12.46159Alloggio per uso turistico 2288;Unica;VIA CAVOUR, 116;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89706;12.49583Alloggio per uso turistico 23;Unica;PIAZZA DI S. APOLLONIA, 14;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88988;12.47101Alloggio per uso turistico 230;Unica;VIA DI S. GIOVANNI IN LATERANO, 262;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.88762;12.50216Alloggio per uso turistico 231;Unica;VIA PETRARCA, 8;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89216;12.50499Alloggio per uso turistico 2312;Unica;VIA DEI SOLDATI, 29;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.9016;12.4724Alloggio per uso turistico 2316;Unica;VIA SORA, 45;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89729;12.47009Alloggio per uso turistico 2324;Unica;VICOLO DELLA CAMPANELLA, 6;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
;41.89987;12.46776Alloggio per uso turistico 2327;Unica;VIA PANISPERNA, 203;Municipio I (ex Mun I);Alloggio per uso Turistico;0;0;0;0;0;0;0;0
